,school,sex,age,address,famsize,Mjob,Fjob,reason,traveltime,studytime,failures,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
489,JS,M,22,R,GT3,other,other,home,2,1,1,yes,no,4,4,3,3,4,4,0,C+,C+,B0
490,JS,F,22,R,GT3,at_home,at_home,course,2,1,1,yes,yes,3,2,3,1,1,2,4,C+,B0,B0
491,JS,F,23,U,GT3,other,other,course,2,2,1,yes,yes,1,1,4,4,1,1,12,C+,C+,C+
492,JS,F,26,R,GT3,health,other,course,1,2,0,yes,yes,3,3,2,1,1,3,2,C+,B0,B0
493,JS,F,27,U,GT3,other,at_home,course,2,1,0,yes,no,2,4,4,3,5,5,5,C+,C+,B0
494,JS,F,26,R,LE3,at_home,other,course,1,2,0,yes,no,4,4,5,1,3,3,0,C+,C+,C+
495,JS,F,26,U,GT3,other,other,reputation,1,1,0,yes,yes,4,5,4,1,1,4,0,B+,B+,B+
496,JS,F,26,R,LE3,services,services,home,1,1,0,yes,yes,4,4,4,2,2,4,2,B+,B+,B+
497,JS,M,27,U,GT3,services,at_home,course,2,4,1,yes,no,5,4,5,3,4,5,0,B0,B0,B0
498,JS,F,26,U,GT3,other,services,course,1,2,0,yes,no,5,3,3,1,1,1,0,B+,B+,B+
499,JS,F,26,U,GT3,services,other,course,1,1,0,yes,yes,4,2,5,1,2,5,0,A0,A0,A0
500,JS,M,27,U,GT3,other,other,course,1,1,1,yes,yes,5,3,5,5,5,1,12,C0,C+,C+
501,JS,M,26,U,LE3,other,other,course,1,1,0,yes,no,4,2,5,1,5,5,8,B+,B0,B+
502,JS,M,27,R,LE3,services,services,other,3,4,1,yes,no,1,3,5,3,5,3,2,B0,C+,C+
503,JS,F,26,U,GT3,other,other,course,1,4,0,yes,no,2,2,1,1,1,5,0,B+,B+,B+
504,JS,F,23,U,LE3,other,other,home,1,3,0,yes,yes,5,4,5,1,1,1,0,B0,B+,B+
505,JS,F,27,R,GT3,at_home,other,reputation,2,1,0,yes,yes,4,4,5,1,2,5,0,B0,B0,B0
506,JS,F,24,U,GT3,at_home,services,other,2,2,1,yes,yes,3,3,4,2,4,3,8,B0,C+,B0
507,JS,F,27,U,LE3,other,services,course,1,3,0,yes,yes,4,3,3,1,1,3,0,B0,B0,B0
508,JS,M,27,R,GT3,other,other,course,3,1,1,yes,no,4,4,5,1,2,5,0,B0,C+,C+
509,JS,F,26,R,LE3,at_home,other,course,3,2,0,yes,no,5,3,2,1,1,1,0,A0,A0,A+
510,JS,F,27,R,GT3,other,other,reputation,2,2,0,yes,no,5,3,2,1,1,1,0,B+,A0,A0
511,JS,F,27,U,GT3,other,other,other,2,2,0,yes,yes,4,4,5,1,1,4,1,B0,C+,B0
512,JS,F,22,R,GT3,at_home,other,other,1,2,1,yes,yes,4,3,2,1,1,5,9,C+,C+,C+
513,JS,F,26,U,GT3,other,other,course,1,1,0,yes,no,3,1,3,1,3,1,0,C+,C0,C+
514,JS,F,26,U,GT3,services,at_home,course,1,1,0,yes,no,3,1,3,1,4,3,2,C+,C0,C+
515,JS,F,22,U,LE3,other,at_home,reputation,2,2,0,yes,no,2,3,5,1,4,3,8,C+,C+,B0
516,JS,F,26,R,GT3,health,teacher,reputation,1,2,0,yes,yes,4,3,3,2,3,2,0,B+,A0,A0
517,JS,F,26,R,LE3,other,other,reputation,2,1,0,yes,no,5,4,5,1,4,2,0,B+,B+,B+
518,JS,F,22,U,GT3,other,services,reputation,1,2,1,yes,no,2,3,2,1,3,1,8,C+,C0,C+
519,JS,M,26,R,GT3,other,services,reputation,2,2,0,yes,no,5,2,1,1,1,2,0,C+,C+,D0
520,JS,F,26,U,LE3,at_home,other,other,3,2,0,yes,no,4,3,2,1,3,5,6,C0,C+,C+
521,JS,F,26,R,GT3,at_home,services,other,2,2,0,yes,no,3,3,3,1,1,2,0,C+,B0,B0
522,JS,F,26,U,GT3,health,health,course,1,2,0,yes,yes,4,3,4,1,2,3,4,C+,C+,C+
523,JS,M,22,U,LE3,at_home,health,home,1,4,0,yes,yes,5,5,5,5,5,5,2,C0,C0,C0
524,JS,F,26,R,LE3,at_home,other,other,3,2,0,yes,no,4,2,1,1,1,2,2,C+,C+,C+
525,JS,M,27,U,LE3,other,services,home,1,3,0,yes,no,4,4,3,1,2,5,0,B+,B+,A0
526,JS,F,27,R,GT3,other,other,other,1,1,0,yes,yes,4,2,3,1,2,5,1,B+,B+,B+
527,JS,M,26,U,LE3,services,services,other,4,3,0,yes,no,5,1,3,2,2,3,0,B0,C+,B0
528,JS,F,27,R,GT3,at_home,other,other,1,1,0,yes,no,5,1,3,1,2,5,5,C+,C+,C+
529,JS,F,26,U,LE3,services,services,other,2,1,0,yes,no,5,1,3,1,2,5,1,B0,B0,B0
530,JS,M,27,U,GT3,services,services,home,1,1,0,yes,no,4,1,4,5,5,3,8,C+,B0,C+
531,JS,M,27,U,GT3,at_home,services,other,3,2,0,yes,yes,5,1,3,3,3,1,0,B0,B0,B0
532,JS,M,26,U,GT3,health,services,other,2,2,0,yes,yes,4,2,2,1,4,5,2,C+,C+,C+
533,JS,F,26,U,LE3,other,services,other,1,2,0,yes,yes,3,2,2,1,1,3,0,B+,B+,A0
534,JS,M,26,U,LE3,teacher,health,other,1,1,0,yes,no,4,1,2,2,5,5,0,B0,B0,B0
535,JS,M,25,R,GT3,other,services,course,3,2,0,yes,no,5,5,5,1,3,5,11,C+,B0,B0
536,JS,M,25,U,LE3,other,other,reputation,3,4,0,yes,no,5,4,5,2,3,5,8,B+,B+,B+
537,JS,M,25,U,LE3,services,services,course,1,1,0,yes,no,4,3,3,1,2,5,11,B0,B+,B0
538,JS,F,26,R,LE3,other,other,course,1,3,0,yes,yes,4,3,3,2,2,5,2,B0,B0,B0
539,JS,F,26,U,LE3,other,other,home,2,2,0,yes,no,1,2,4,2,2,1,8,C+,B0,B0
540,JS,F,27,U,GT3,at_home,other,home,2,1,0,yes,yes,4,3,3,2,2,1,5,C+,B0,B0
541,JS,F,27,R,GT3,other,other,other,2,2,0,yes,no,5,1,3,1,1,5,0,B0,C+,B0
542,JS,F,26,U,GT3,teacher,services,course,2,3,0,yes,yes,5,3,5,1,4,5,1,B0,B0,B0
543,JS,M,27,R,GT3,health,other,course,3,1,3,yes,yes,3,3,3,1,3,5,2,C+,C+,C+
544,JS,M,27,R,LE3,other,other,course,2,1,0,yes,yes,5,1,2,3,3,5,2,B0,B0,B0
545,JS,M,27,U,GT3,services,other,other,1,2,1,yes,yes,5,4,4,3,4,5,8,C+,C+,C+
546,JS,F,27,U,GT3,health,health,course,1,2,0,yes,no,5,2,5,1,1,5,0,B+,B+,A0
547,JS,M,26,R,LE3,other,at_home,other,1,1,0,yes,no,4,1,2,2,1,2,0,B0,B0,B0
548,JS,F,27,U,GT3,at_home,at_home,other,1,2,0,yes,yes,4,5,5,1,2,3,2,B0,B0,B0
549,JS,F,27,R,GT3,other,other,course,2,2,0,yes,no,4,3,3,2,3,5,0,A0,A+,A+
550,JS,M,26,U,LE3,other,services,course,2,2,0,yes,yes,4,1,2,2,2,5,0,B0,B+,B+
551,JS,M,27,U,GT3,other,other,other,2,2,0,yes,no,4,1,2,2,2,1,0,B+,B+,B+
552,JS,M,23,U,GT3,other,other,other,1,2,2,yes,no,4,4,3,3,4,4,2,C+,C+,B0
553,JS,M,27,U,LE3,other,other,home,1,1,0,yes,yes,4,1,2,1,1,5,4,B0,B0,B0
554,JS,F,27,R,GT3,at_home,at_home,course,2,1,0,yes,yes,3,5,5,2,2,4,3,B0,B0,B0
555,JS,F,26,R,GT3,other,other,home,1,3,0,yes,yes,4,3,4,1,1,3,5,B+,B+,B+
556,JS,M,26,R,LE3,other,at_home,course,1,1,0,yes,no,4,4,4,2,4,5,4,C+,B0,B0
557,JS,F,27,R,GT3,other,other,course,2,2,3,yes,yes,5,4,4,1,1,5,2,C+,C+,B0
558,JS,M,27,R,GT3,other,other,course,2,1,0,yes,yes,5,5,5,3,5,5,0,C+,B+,B0
559,JS,M,22,R,GT3,at_home,at_home,course,3,1,1,yes,no,4,3,2,1,1,4,0,B0,B0,B+
560,JS,M,27,R,GT3,other,services,course,2,1,0,yes,yes,4,5,5,1,3,2,0,B0,C+,B0
561,JS,M,22,U,LE3,at_home,at_home,course,2,2,0,yes,no,4,3,3,1,4,5,6,B0,C+,B0
562,JS,F,26,R,LE3,other,services,course,1,2,0,yes,yes,5,4,3,1,1,1,0,B0,B+,B0
563,JS,M,27,U,GT3,other,other,course,1,1,1,yes,yes,1,2,1,2,3,5,0,C+,D0,D0
564,JS,M,26,R,GT3,services,other,course,2,1,0,yes,no,4,5,5,2,3,5,2,B0,C+,B0
565,JS,M,26,R,LE3,at_home,other,course,2,1,0,yes,no,4,5,5,2,4,5,0,B0,B0,C+
566,JS,M,22,R,GT3,services,other,course,2,1,1,yes,yes,5,3,3,2,3,5,2,C+,C+,C+
567,JS,M,22,R,GT3,services,other,course,1,1,1,yes,no,2,3,1,2,2,5,0,D+,D0,D0
568,JS,M,23,U,GT3,at_home,services,course,2,1,3,yes,no,3,2,1,1,1,3,4,C0,B0,C+
569,JS,M,22,U,GT3,at_home,at_home,course,1,2,2,yes,no,4,4,5,1,3,3,9,D+,C+,C+
570,JS,M,26,R,GT3,services,services,course,2,1,0,yes,yes,5,4,3,2,4,4,6,C+,C+,C+
571,JS,M,23,U,GT3,at_home,other,course,2,1,3,yes,yes,4,4,3,1,3,5,4,C+,C+,C+
572,JS,F,26,U,GT3,services,at_home,course,2,2,2,yes,yes,2,5,5,1,1,1,8,C0,C0,C+
573,JS,F,27,U,GT3,other,at_home,course,1,1,0,yes,no,4,3,2,1,2,5,9,C+,C+,B0
574,JS,M,24,R,GT3,other,other,course,2,1,1,yes,yes,4,4,3,2,4,4,12,C+,B0,B0
575,JS,F,22,R,GT3,services,services,course,1,1,0,yes,no,5,4,4,3,4,2,8,B0,B0,B0
576,JS,M,22,R,GT3,other,other,course,2,1,0,yes,no,2,5,5,5,5,5,8,C+,B0,B0
577,JS,M,23,R,GT3,other,services,home,3,2,1,yes,no,5,4,4,3,3,2,8,B0,C+,B0
578,JS,M,27,U,GT3,health,other,course,2,2,1,yes,no,4,5,4,2,3,3,4,C+,C+,B0
579,JS,M,22,U,LE3,at_home,services,course,1,1,0,yes,yes,4,3,3,2,3,3,0,C+,B0,C+
580,JS,M,23,R,GT3,other,other,home,3,1,1,yes,no,4,4,4,3,3,5,4,C+,C+,B0
581,JS,F,22,U,GT3,at_home,other,course,2,2,2,yes,no,4,3,3,1,1,5,2,C0,C+,C+
582,JS,F,23,U,LE3,at_home,other,course,1,1,0,yes,no,1,4,4,1,1,5,0,C0,C+,C+
583,JS,F,22,R,GT3,other,other,other,2,1,1,yes,yes,5,5,5,1,1,3,0,C+,C0,D0
584,JS,F,27,R,GT3,at_home,other,course,2,1,0,yes,no,4,4,3,1,1,5,0,B0,B0,B0
585,JS,F,27,R,LE3,other,at_home,course,2,3,0,yes,no,4,2,3,2,2,3,5,C+,C+,C+
586,JS,F,27,U,GT3,teacher,services,home,1,2,0,yes,no,5,5,5,1,3,5,0,C+,C+,D0
587,JS,F,22,R,LE3,services,services,course,1,2,1,yes,no,2,3,3,1,2,4,3,C+,C0,C+
588,JS,F,27,U,GT3,health,at_home,course,1,1,0,yes,yes,3,2,2,1,1,5,0,C+,B0,C+
589,JS,F,27,U,LE3,at_home,other,course,1,1,0,yes,no,5,5,1,1,1,3,0,C+,B0,B0
590,JS,F,22,U,GT3,other,other,course,3,2,2,yes,yes,3,4,4,2,2,5,3,C+,C+,C+
591,JS,F,22,U,GT3,services,at_home,reputation,2,2,0,yes,no,4,3,5,1,1,1,2,B0,B+,B+
592,JS,F,27,U,GT3,services,services,course,2,1,0,yes,no,4,4,3,1,1,4,0,B0,B0,B+
593,JS,F,22,U,LE3,at_home,other,reputation,2,2,0,yes,no,4,4,3,1,2,4,0,B0,B+,B+
594,JS,F,22,U,GT3,teacher,teacher,reputation,2,2,0,yes,no,4,3,5,1,2,1,0,A+,A+,A+
595,JS,M,22,U,LE3,services,other,reputation,1,1,0,yes,no,5,4,5,1,1,5,3,A0,A0,A0
596,JS,F,27,U,GT3,other,other,course,2,2,0,yes,no,4,3,3,1,2,4,0,A0,A+,A+
597,JS,F,22,R,GT3,at_home,other,course,3,2,1,yes,yes,4,3,3,1,1,4,0,C+,D0,D0
598,JS,M,22,U,LE3,at_home,services,home,2,1,0,yes,no,4,1,4,5,5,1,8,B0,B0,B0
599,JS,M,22,R,GT3,at_home,services,other,3,1,0,yes,yes,2,5,5,1,1,1,5,B0,B+,B+
600,JS,M,27,R,GT3,other,services,other,3,1,0,yes,no,4,2,3,3,4,4,4,B0,B+,B+
601,JS,F,22,U,GT3,other,other,course,2,2,0,yes,yes,1,3,1,1,1,2,4,C+,C+,B0
602,JS,F,22,U,LE3,services,services,course,2,3,0,yes,yes,5,4,5,1,4,3,0,B0,B0,B+
603,JS,F,22,R,LE3,teacher,other,reputation,1,2,0,yes,yes,5,3,1,1,1,5,0,C0,D0,D0
604,JS,F,22,U,GT3,at_home,services,course,3,2,1,yes,no,4,4,2,1,2,2,2,C+,B0,B0
605,JS,F,23,U,GT3,at_home,services,other,2,1,1,yes,no,5,5,5,2,3,2,0,C0,D0,D0
606,JS,F,27,U,GT3,teacher,other,course,2,4,0,yes,yes,4,2,3,3,1,5,0,A+,A+,A+
607,JS,F,27,R,LE3,services,other,reputation,2,2,0,yes,yes,5,3,3,1,2,2,5,B0,B0,B0
608,JS,F,22,U,LE3,at_home,services,course,1,2,0,yes,yes,5,2,3,1,2,3,2,C+,B0,B0
609,JS,F,22,U,GT3,at_home,at_home,course,2,2,0,yes,no,4,1,1,1,1,4,0,B0,B0,B0
610,JS,F,23,R,GT3,at_home,at_home,course,2,2,3,yes,yes,3,5,4,1,4,1,0,C+,D0,D0
611,JS,F,22,R,GT3,services,other,home,2,3,0,yes,yes,4,2,1,1,1,4,5,B+,B+,B+
612,JS,M,27,R,GT3,services,other,home,2,2,1,yes,yes,4,5,5,1,3,2,4,B0,B0,B0
613,JS,F,22,U,GT3,services,services,course,1,2,0,yes,yes,5,3,4,1,1,5,0,B0,B0,B0
614,JS,F,27,R,GT3,teacher,services,other,2,2,0,yes,no,4,3,3,1,2,5,2,B0,B0,B0
615,JS,F,27,U,LE3,services,other,reputation,2,2,0,yes,yes,1,2,3,1,2,5,0,B+,B+,B+
616,JS,M,22,U,LE3,other,services,home,2,1,0,yes,yes,3,3,2,1,2,3,2,B+,B+,B+
617,JS,F,22,U,LE3,at_home,services,course,2,3,0,yes,no,5,3,2,1,1,4,0,A+,A0,A+
618,JS,F,22,R,LE3,at_home,other,course,3,2,0,yes,yes,4,3,4,1,4,5,0,A0,B+,B+
619,JS,F,22,U,GT3,services,services,other,2,2,0,yes,yes,4,3,2,1,3,3,6,B+,B0,B+
620,JS,F,27,U,LE3,at_home,at_home,course,1,2,0,yes,yes,2,3,4,1,1,1,4,B+,B+,B+
621,JS,F,27,R,GT3,other,services,course,2,2,0,yes,no,3,2,2,1,2,3,0,B+,B+,B+
622,JS,M,22,R,GT3,at_home,other,course,2,2,0,yes,no,3,3,4,2,4,3,0,C+,B0,C+
623,JS,M,22,U,LE3,teacher,services,other,2,3,0,yes,yes,4,2,2,2,2,5,0,B+,A0,A0
624,JS,F,27,R,GT3,other,services,reputation,3,1,1,yes,yes,5,2,1,1,2,1,0,C+,C+,C+
625,JS,F,22,U,GT3,at_home,services,course,2,1,0,yes,yes,5,2,3,1,2,4,0,B0,B0,B0
626,JS,F,22,R,GT3,other,teacher,other,3,2,0,yes,yes,3,2,2,4,2,5,0,C+,C0,D0
627,JS,M,22,R,LE3,at_home,services,other,3,1,0,yes,yes,4,3,3,2,3,3,3,C+,B0,B0
628,JS,F,27,U,GT3,other,at_home,home,1,3,0,yes,yes,3,4,3,1,1,3,8,B0,B0,B0
629,JS,F,27,R,GT3,other,other,course,1,1,0,yes,no,3,5,5,1,3,1,4,C+,C+,C+
630,JS,F,22,R,LE3,other,other,reputation,2,3,0,yes,no,5,4,4,1,1,1,0,B+,A0,A0
631,JS,F,22,R,GT3,other,other,home,4,3,0,yes,no,4,3,2,1,2,4,4,B0,B0,B0
632,JS,F,23,R,GT3,at_home,other,course,2,2,1,yes,yes,4,3,3,1,1,3,4,C+,C+,C+
633,JS,F,22,R,LE3,teacher,services,course,1,2,0,yes,no,5,4,3,3,4,2,1,B+,B+,B+
634,JS,F,22,U,GT3,other,other,home,1,2,0,yes,yes,4,1,3,1,2,1,1,A0,A0,A0
635,JS,F,27,R,GT3,at_home,other,reputation,1,2,0,yes,no,4,5,4,2,3,1,10,C+,C+,C+
636,JS,M,22,U,GT3,teacher,teacher,home,1,2,0,yes,no,3,2,4,1,4,2,4,A0,A+,A+
637,JS,M,22,R,GT3,other,other,other,2,1,0,yes,yes,4,4,3,1,3,5,0,C+,C+,D0
638,JS,M,27,U,GT3,other,services,home,2,2,0,yes,no,4,4,3,1,1,3,4,B+,B+,A0
639,JS,M,23,R,GT3,other,services,other,2,1,1,yes,no,4,3,2,1,3,5,0,C0,C+,D0
640,JS,M,22,R,GT3,other,other,home,2,1,1,yes,no,5,4,3,4,3,3,0,C+,C+,D0
641,JS,F,22,R,GT3,at_home,other,other,2,3,0,yes,no,5,3,3,1,3,4,0,B+,A0,B+
642,JS,F,27,U,GT3,teacher,other,other,2,2,0,yes,no,5,5,4,1,1,1,0,C0,C+,B0
643,JS,F,22,R,GT3,teacher,at_home,reputation,3,1,0,yes,yes,4,4,3,2,2,5,4,C+,C+,B0
644,JS,F,23,R,GT3,services,other,course,1,3,1,yes,no,5,4,2,1,2,5,4,B0,B0,B0
645,JS,F,22,U,LE3,teacher,services,course,1,2,0,yes,no,4,3,4,1,1,1,4,B+,B+,A0
646,JS,F,22,U,GT3,other,other,course,2,2,0,yes,no,1,1,1,1,1,5,6,B0,B0,C+
647,JS,M,27,U,LE3,services,services,course,2,1,0,yes,no,2,4,5,3,4,2,6,B0,B0,B0
648,JS,M,22,R,LE3,services,other,course,3,1,0,yes,no,4,4,1,3,4,5,4,B0,B0,B0
